Companyname;CVR;Telefonnumre
Campfire Cabal ApS;43369830;
Sværtegade 5 ApS;43370545;
MPS Film ApS;43372971;
Woobti ApS;43162349;
Café La Vista ApS;43163094;
Blanko Polering ApS;43163841;
Københavns Bageri ApS;43374974;
Royal Nails CPH Holte ApS;43171267;
RS Porebeton Montage ApS;43375326;
Lægerne Sommer og Syrak I/S;43375784;
Tårnbyhus LGBT+ Krisecenter ApS;43173383;
Herfølge Kleinsmedie A/S;43376985;
Smedsgaard Agro ApS;43377531;
Bøfhus ApS;43379321;
Kloak- og entreprenørfirmaet Jensen & Jensen ApS;43379577;
SkyShowtime Denmark filial af SkyShowtime Nordics AB Sweden;43379658;
Tandlægerne Slangerup ApS;43379704;
Agrobiomics ApS;43380613;
pankaj kumar;43259946;
Råhusentreprise ApS;43381822;
Møn Vin ApS;43383396;
CSJ Erhverv ApS;43269062;
Hedensted Traileropbyg ApS;43277928;
Bar 109 Vesterbro ApS;43278711;
OAK Byggeri ApS;43386050;
Bar 33 Vesterbro ApS;43278770;
Berlin Döner Aalborg ApS;43282689;
Charlottes Køkken Rudkøbing ApS;43288326;
Restaurant Holms ApS;43299425;
Topsign ApS;43391097;
LokalBolig Nyborg ApS;43391127;
Seapeak Intrepid A/S;43391526;
City Kebab ApS;43391690;
Vipps MobilePay filial af Vipps MobilePay AS Norge;43300946;
Flowww Studio ApS;43393278;
NBB Gruppen ApS;43304054;
Tzatziki ApS;43395416;
OX2 Denmark filial af OX2 AB Sweden;43311158;
Alphatrods ApS;43396137;
TV2860 ApS;43398385;
Virtuall ApS;43312243;
SG AUTOGROUP ApS;43314173;
THE BLUE TAJ ApS;43399047;
Noe Dahl A/S;43318535;
Inno Pipe Nordics A/S;43320939;
Fejebakken ApS;43400835;
A-Gravering ApS;43324349;
GreenCarGear ApS;43402056;
Petit Café ApS;43402137;
Ølstuen Ringkøbing ApS;43403281;
Kirby Group Engineering (Denmark) ApS;43404393;
Tømrerfirmaet Brdr. K ApS;43325183;
CHIMICHURRI I/S;43326880;
Humani ApS;43410016;
JJAS Vinbar ApS;43410393;
J. ASBÆK DESIGN ApS;43327372;
Jkollerup.dk ApS;43327615;
KOFI NAMNAM ApS;43418084;
CUBEDIN A/S;43327631;
Lyngby Låse & Alarm ApS;43327666;
KTL Consulting ApS;43422499;
Defensive Shield ApS;43328336;
Challenge ApS;43428675;
ML Design;43429272;
MWTransport ApS;43432184;
AirTrix Ishøj ApS;43434721;
Wayfare.ai ApS;43332090;
Café-Noa ApS;43436260;
Liento ApS;43438085;
Trekantens Pavacenter ApS;43333682;
Horne Murerne ApS;43334727;
Tandlægeselskabet Dentpal ApS;43340719;
RAB ENTREPRISE APS;43342371;
Tommys Entreprise ApS;43344552;
Lilje Byg ApS;43345087;
Strand- & Badehotel Køge A/S;43346482;
Super Kiosken Ikast ApS;43446436;
Søkær Transport ApS;43346873;
2023 ApS;43447912;
Busk Mogensen ApS;43448773;
JB Maskiner ApS;43349597;
Eduk ApS;43350137;
AC Montage & Industri ApS;43451170;
Brøndum Elevator ApS;43350676;
Mertins Catering ApS;43351850;
Vitello Agro ApS;43452088;
Fællesskabet Rødegård I/S;43453106;
Murermester Meincke ApS;43352504;
Restaurant Charlottenlund Fort ApS;43454323;
Peppes Pizza & Grill Restaurant;43454846;
LAMIRA ApS;43227149;
SJ3 Ballerup Bodega ApS;43460277;
CarbonCuts A/S;43461370;
Selmer Byg A/S;43225065;
Pizzeria Da Gigi;43224522;
Bojesen Byg ApS;43463934;
Bootleggers Nørrebro ApS;43465279;
PS Studio ApS;43224158;
Læge Stine Kjær;43465988;
KMCS Drift A/S;43466372;
Stillestund kaffebar;43467239;
K&P Anlæg ApS;43467980;
Vallentin Dressage ApS;43468480;
JBC Multiservice ApS;43223003;
Kammerateriets Strandbar ApS;43216716;
Café Inside ApS;43469045;
Brig Byg ApS;43253786;
One Health International ApS;43471635;
Sjölin Retail ApS;43472461;
Jæger Autolakering ApS;43254057;
Wolt Development Danmark ApS;43255460;
HK Frederiksberg Maler ApS;43475169;
Daugaard-Hansen Landbrug ApS;43256270;
Nordisk Energi Aps;43476645;
Speciallægeselskabet Chr. Bonde ApS;43256343;
Nordic Gulvservice ApS;43256467;
DDL Drift 4 ApS;43480022;
norhjem ejendomsservice aps;43480138;
Tømrermester Hegelund ApS;43480227;
Winberg ApS;43256874;
M. Service 2022 ApS;43481398;
Sabio Denmark ApS;43483277;
Berlin Döner Kebab ApS;43257420;
Aloop Therapeutics ApS;43257498;
Bevant ApS;43484230;
ST Logistics A/S;43487221;
Piccolo Aarhus Ø ApS;43487361;
Le Bleu ApS;43487418;
Esbjerg Døner ApS;43488023;
Fives Intralogistics Denmark filial af Fives Intralogistics S.P.A Italien;43488163;
DropNordic IV ApS;43488562;
Speciallæge ph.d. Hanne Johnsen ApS;43352741;
Ejendommen Trestjernen ApS;43352857;
Klinisk Tandtekniker - Det naturlige smil ApS;43353659;
Betula Plywood Ltd;43353829;
5ways ApS;43354000;
STS - Byg ApS;43491946;
Galten AutoTeknik ApS;43354434;
Speciallægerne på Rådhuspladsen I/S;43494724;
Nabla Technologies ApS;43495127;
ALBA Procurement ApS;43359592;
Aucnet Europe ApS;43496913;
DK Nails ApS;43496972;
Gadem ApS;43496980;
Fyns Klimateknik ApS;43497189;
Downtown v/Khaled;43498304;
Tandlægerne Tænder i Centrum ApS;43359843;
Pho Hanoi ApS;43360418;
FIT&SUND FYSIOTERAPI HORSENS APS;43361694;
TPK Restaurants ApS;43503251;
Entrepenørenn ApS;43363395;
Bring Shelfless Danmark A/S;43503693;
Istegade 40A ApS;43505556;
O-Robotics ApS;43505718;
WD Gruppen ApS;43506544;
ANTHON OVESEN. SKØRPING A/S;43506714;
Åvang Murer Aps;43506854;
Riis-Byg ApS;43507141;
Stefanos Østerbro;43508679;
17 Sky ApS;43509926;
AdvanceLab ApS;43510665;
Comida ApS;43511009;
ZA Logistik ApS;43511459;
Jade ApS;43511858;
Ehuse ApS;43513354;
Frederiksberg Bistro ApS;43513834;
Familielægerne ved Damhussøen I/S;43514075;
CJ Stainless Solution A/S;43514164;
Hyphen-- ApS;43363662;
Reiulf Ramstad Arkitekter København filial af Reiulf Ramstad Arkitekter AS Norge;43516728;
Morten Tambour Byg ApS;43519921;
SKHV ApS;43364383;
Mike Brodersen Murerforretning ApS;43365053;
Støvring Pizza;43365134;
Fonden Lind Foundation;43365398;
Kronjysk Rengøring ApS;43367404;
Batard Bakery ApS;43368532;
Storvorde Hvidevare Service ApS;43369083;
Float Technologies ApS;43369407;
Blondies Pub ApS;43373684;
Brødsgaard Entreprise ApS;43373994;
Wood Limited ApS;43527266;
J.S. Service ApS;43374427;
The Black Olive ApS;43375288;
Sydthy Tandklinik ApS;43376160;
Bremdal Tømrer ApS;43259423;
LULLU VVS;43530585;
St. Hebo Mælkeproduktion ApS;43530631;
Jacobs Danmark ApS;43531794;
Kosmorama Frederiksværk I/S;43383620;
Northern Marine Manning Services ApS;43535439;
K.S. Knud Simonsen ApS;43535838;
O-KON ApS;43536311;
Speciallægepraksis EWO;43384481;
CBP A/S;43384716;
Adhoc Regnskab ApS;43545299;
Brdr. Krag Maskinstation ApS;43388452;
Café Grotten ApS;43545779;
Delaney Inc. ApS;43546937;
Curapet Dyrehospital ApS;43388894;
Byggeri Montage ApS;43390236;
Anders Service;43549731;
Center for Sundt Liv og Trivsel;43550942;
TK-Nord Danmark;43551469;
BS Ejendomsservice ApS;43552260;
Baker Pos A/S;43390783;
BAY ARCH A/S;43392131;
6 Stjernet Facility Herlev;43554573;
DHS Flex ApS;43555154;
Time2Market ApS;43555162;
PD Axeltorv ApS;43393596;
CIC Operations Sorø ApS;43395955;
ewimed Denmark A/S;43398857;
Skelmose Tømrer & Snedker ApS;43398873;
Café Sommersted ApS;43557327;
Lonni Birins ApS;43399705;
Black Bird & Co ApS;43400614;
Bluestage ApS;43401866;
Familielægerne Sundhedshuset I/S;43560042;
PSS ApS;43404857;
By Pernille & Søren ApS;43408194;
Logitech Denmark ApS;43411799;
Fysio Center Varde v/ Mette Simonsen;43416847;
Rederiet Biscay ApS;43419706;
Ejendomsmæglerfirmaet Lasse Danner Holm ApS;43563289;
Tech Collective Data & Analytics A/S;43565737;
Ballast ApS;43566008;
White Lounge ApS;43421425;
Bull MBN ApS;43567993;
Materiel Selskab ApS;43568191;
Eio Energi ApS;43423320;
Sensemakers ApS;43435043;
Sikkerfraflytning ApS;43571761;
Nørager Pizza ApS;43439529;
BistroNord A/S;43575139;
Aytun Service ApS;43439685;
KAUNAS;43440454;
Skals Auto ApS;43578502;
Goldie ApS;43442465;
Double ApS;43582399;
Rozmarino;43582828;
Midtsjællands Autolakering ApS;43583271;
Fresh4you ApS;43583301;
Restaurant Sæson ApS;43583336;
Ejendomsmæglerfirmaet John Frandsen Sydsjælland ApS;43583859;
Yeti Tolkeservice ApS;43584952;
Restaurant Amalfi ApS;43585312;
HB Rengøring ApS;43586386;
Feriepartner Nordsjælland ApS;43442635;
A45 Construction ApS;43444573;
CaiCai ApS;43445707;
Ærabyg ApS;43590758;
SRC Rengøring;43592580;
CERTUS Brandteknik ApS;43447475;
SA Foods ApS;43597604;
LokalBolig Ringe ApS;43450247;
Agar ApS;43450786;
FragtPartner ApS;43451510;
Bianca ApS;43451626;
Cafe Castro;43453181;
Mimis Bistro ApS;43601873;
DTV Transport;43602047;
GM DK ApS;43602705;
HAUS GROUP ApS;43604759;
PTO Industri ApS;43605186;
Diligencen v/Lonnie Dyveke Laursen;43459805;
IB North Team;43462296;
Genjord ApS;43462539;
Decpt ApS;43465694;
Zento A/S;43468561;
Estate Amagerbrogade ApS;43468960;
Ejendomsmæglerfirmaet John Frandsen Syddjurs A/S;43609084;
Juicy Skagen ApS;43471406;
Fuse Vectors ApS;43610880;
Transdev Danmark ApS;43613332;
NTG Care A/S;43614681;
Smeden i Virum ApS;43615270;
AA EL & Bygningsservice ApS;43616455;
Daarbak Indoordesign A/S;43473506;
Mind Studio Biotech ApS;43618075;
Mio88Sandlinien ApS;43473549;
Pandektes ApS;43620002;
Kings sushi middelfart ApS;43475665;
Badehotellet Grenaa Strand ApS;43478192;
C-Nation A/S;43622420;
Skov & Nielsen ApS;43625969;
Volenta ApS;43626485;
DDL Drift 3 ApS;43479946;
Hotel Strandly A/S;43627139;
Restaurant InGolf I/S;43629638;
Keep Rolling ApS;43631993;
Bro-Komp ApS;43481177;
Freja Consult ApS;43633945;
Beierholm Corporate Finance Partnerselskab;43483374;
FÓLK Copenhagen ApS;43483862;
SUPER REN SERVICE ApS;43636596;
Rak Thai Takeaway;43489763;
Salling Plast Energy ApS;43490230;
CSI Leasing Denmark A/S;43637037;
Kalø Taxi ApS;43637320;
Ramen 88 ApS;43637614;
VAVAP ApS;43638084;
Tandlægeselskabet ORIS Tandlægerne Ved Broen I/S;43640399;
Klimaks Energy Solutions ApS;43490656;
dataon ApS;43641956;
Papirværk ApS;43642219;
Restaurant Storm ApS;43491490;
Welcomebob Group A/S;43644041;
Arealudviklingsselskabet Fremtidens Vollsmose P/S;43491709;
Gaiup ApS;43646486;
ReServ ApS;43647164;
West Estate ApS;43648454;
Full Beauty Aalborg ApS;43648489;
Yoyo ApS;43492039;
Speciallæge Stinne Holm Bergholdt ApS;43649019;
Boston Scientific Danmark filial af Boston Scientific Nordic AB Sverige;43649248;
Northern Renewable ApS;43495976;
Volleshave Gårdbutik ApS;43499378;
Hocop ApS;43499742;
HJ-Energi Group A/S;43500171;
Automated Engineering Services Denmark ApS;43503529;
Norsk Rejsebureau / USA Rejser ApS;43381393;
Mano Foods 18 ApS;43657429;
Revel ApS;43541773;
ADA Green Energy A/S;43658387;
Malermester JM APS;43659162;
Tandplejerne i Parken I/S;43660292;
Jan Sinnema;43660349;
Liseleje Badehotel ApS;43661183;
Ærøskøbing Hotel og Restaurant ApS;43661507;
DDL Drift 5 ApS;43661590;
Horizons Global Technology ApS;43541862;
DDL Drift 7 ApS;43661809;
DDL Drift 8 ApS;43661973;
AP vin/wellness ApS;43663119;
Cross Way ApS;43663275;
Full Beauty Aalborg SV ApS;43663364;
Bio Property Services ApS;43663534;
Hirtshals Kro ApS;43545418;
SC Food ApS;43547038;
Trinor Entertainment ApS;43664360;
Stated Agency P/S;43548360;
M.Y. Entreprenøren ApS;43552430;
Synnejysk Bageri ApS;43552546;
Drop in Nails ApS;43670433;
Likvido Drift ApS;43555391;
FB Events ApS;43670646;
InterBuilding ApS;43671820;
Tandlægeinteressentskabet DinTand Køge;43673505;
Fasanen Pizza ApS;43673904;
SOTTOVEN2 ApS;43674072;
PKI Denmark ApS;43555863;
S/I Fonden Forbrovej;43675257;
FHYD ApS;43556681;
Priess District Heating A/S;43675680;
Ingson Partners ApS;43557246;
Vognmand Mette Pedersen ApS;43678051;
JTM Autoteknik ApS;43557629;
AL LOTUS ApS;43678833;
Autoskadestuen Hillerød ApS;43679481;
Neat & Clean Multiservice;43558862;
JUNU Advisory Services A/S;43680730;
Memsa ApS;43681605;
Tandlæge Helle Steenberg Skov ApS;43682474;
BV2 ApS;43682962;
Engelbrecht Rengøring ApS;43685430;
GoForward AirSea ApS;43559656;
Food & Feed Tech ApS;43560069;
Apollo1 ApS;43560557;
Hikaya ApS;43562282;
Stambar ApS;43688405;
Hefring ApS;43562754;
A&M Workforce ApS;43689045;
Kagehjørnet;43689770;
Tandlægeinteressentskabet Tandsundhed.dk;43690108;
Mastiff Engineering Denmark filial af Mastiff Engineering Ltd. Irland.;43690574;
Sandwich Pigen ApS;43691066;
Babas Pizza & Kebabhouse ApS;43691260;
N3O ApS;43691287;
BeGreen A/S;43692836;
PensionDanmark Ejendomme K/S;43693379;
Bilbud ApS;43694049;
Tømrerfirmaet Kurt Pedersen ApS;43694960;
Louiselund ApS;43695207;
Aalborg Institute for Development ApS;43695738;
EG Coating ApS;43696610;
Dailybizz ApS;43563076;
AlmenService ApS;43701177;
Decibel ApS;43702130;
Realm Limited filial af Realm Limited England;43702270;
Anden 2022 ApS;43566067;
NAFTO-CONSTRUCT Denmark Filial af NAFTO-CONSTRUCT SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;43568698;
AA4+ ApS;43571249;
Nordjysk Gulvmontage ApS;43572768;
Brasseriet Fængslet Horsens ApS;43577379;
Fresh Happy Mex Vest A/S;43577530;
Dining by Jyrk ApS;43580175;
Ejendomsmæglerfirmaet John Frandsen Horsens A/S;43708562;
AI Power ApS;43708759;
AM SECURITY SERVICE ApS;43589024;
Viborg Elektro ApS;43589075;
Phanofi ApS;43590324;
Tandlægerne Hjallerup;43593994;
Sharif ApS;43709941;
Solbjerg Biler ApS;43710354;
Gynækologisk Klinik Odense I/S;43710419;
SJ Salg og Service 2022 ApS;43711423;
Valentino Pizza Fredericia ApS;43711628;
Bofællesskabet Frederiksgade ApS;43597817;
Café Krüger ApS;43712063;
SIOSY ApS;43712616;
TRAITOMIC A/S;43713523;
Burger Hytten Hvidovre ApS;43599623;
Salon M ApS;43600656;
Ejendomsmæglerfirmaet John Frandsen Mariager og Hobro A/S;43716115;
Pyne ApS;43601121;
Ejendomsmæglerfirmaet John Frandsen Holstebro og Struer A/S;43716166;
Milano Byg;43601377;
Ejendomsmæglerfirmaet John Frandsen Norddjurs A/S;43716239;
C&M Convenience ApS;43716808;
Ushus ApS;43605860;
Vejles Autohus ApS;43718096;
Tschudi Ship Management ApS;43721291;
SW Gundso;43607464;
Cafe Da Vinci;43722921;
Emaldo ApS;43724002;
Eclipse Baguetteria ApS;43724169;
Maid Pro Service ApS;43608479;
Quercus A/S;43608517;
LMV A/S;43608649;
Kunstcafeen Blokhus ApS;43725548;
Nemrens ApS;43725777;
Ejendomsmæglerfirmaet John Frandsen Herning & Ikast A/S;43609033;
Vindolf Tømrerfirma ApS;43726943;
La Rose Pizzaria;43609130;
Cafe Skov & Strand ApS;43516272;
Lars Printz Blikkenslager ApS;43522124;
RESTAURANT NYBODER ApS;43522361;
FEAS Erhverv P/S;43729241;
Consid ApS;43522558;
Hotel Aahøj ApS;43729438;
STILLARK ApS;43729918;
LH & JH Invest ApS;43731521;
Gourmet Værkstedet ApS;43731564;
Steins Auto ApS;43731688;
Tai Thai 22 ApS;43522760;
Markussen Retail ApS;43732978;
Reynolds & Moore A/S;43733974;
HS Drift ApS;43734490;
Troels Jørgensen ApS;43735098;
Bitfire Games ApS;43735209;
Flair Capital ApS;43736027;
Aerholt Bane ApS;43736132;
Nature Group Bornholm ApS;43736795;
MD Rustfri A/S;43737287;
NexusOne ApS;43523058;
Geddebækholm Agro ApS;43738275;
Askedal ApS;43739093;
NOVARE ApS;43739506;
Husted & Munkesø VVS ApS;43745794;
Solsidan ApS;43523082;
Ambition ApS;43523171;
Hungry for Convenience ApS;43751042;
Light Company ApS;43523503;
Pepas ApS;43753568;
TikTok Denmark ApS;43525417;
CBL Service ApS;43755315;
Det gamle ishus;43526391;
Crane Offshore-Service ApS;43529641;
Enzo & C Administration ApS;43758136;
AMA Denmark ApS;43761048;
PS Marketing Odense ApS;43530267;
Algade Pizza ApS;43530372;
PLS NORDIC A/S;43530437;
Rødovre Ejendomsservice ApS;43762362;
Ronnis Maskinstation A/S;43762591;
Rybjerggård Agro I/S;43762788;
El-Tekniq Odense ApS;43763016;
HSB Consulting ApS;43763598;
Anpartsselskabet Malling El Service;43763997;
WhistleTown ApS;43535099;
Toast-it Aarhus ApS;43765736;
Okapi ApS;43765833;
DDL Drift 6 ApS;43661663;
Pappas København ApS;43663887;
SM Tech ApS;43663933;
King Running Sushi & Wok;43769707;
Reccura ApS;43667149;
RENSNU.DK;43772104;
Mexi Taliano Pizzeria I/S;43668684;
H.C. Renseriet Horsens ApS;43670093;
RiverSaloon ApS;43670573;
E Tømrer & Snedker ApS;43674234;
Xolta A/S;43675346;
Interio ApS;43676296;
VEM Studio ApS;43678523;
Taarbæk Tandklinik ApS;43775561;
Copi Management A/S;43775723;
DB Hinnerup ApS;43679570;
Glade Tider ApS;43775790;
Øjenlæge Mansour;43685643;
RØG mad & vinbar aps;43783920;
Zeland Entreprise ApS;43686240;
Svendborg Rigger & Sejlmagerværksted ApS;43686313;
Istedgade 96 ApS;43786725;
Karla ApS;43786911;
Synergi Gruppen ApS;43788108;
Tandlægerne Bruunsgade ApS;43687964;
OTA Service ApS;43788531;
Helene Blanche ApS;43688561;
Samsø Sommerhusudlejning ApS;43789104;
RBM Tracktec P/S;43697390;
Semantic ApS;43789406;
Saugmann Byg ApS;43703471;
TagFirmaet ApS;43705792;
DK Akustik Vest ApS;43791508;
Robomatech ApS;43791613;
CHLEW ApS;43706373;
Bagstage ApS;43794671;
Cafe Travbanen I/S;43795422;
Trav Caféen ApS;43706640;
RS Byg;43706691;
Topsoe SOEC Production A/S;43707043;
Salon Cut & Color ApS;43797441;
NeoCare Nordic ApS;43707795;
Oscar Jacobson Denmark ApS;43709399;
Bræddehytten Fredericia ApS;43709623;
Holm Bolig og Erhverv Syd ApS;43709895;
Ulrik Winther Ventilation ApS;43802372;
Kapeta ApS;43803166;
Hotellet Drift ApS;43803964;
Amplify Therapeutics ApS;43803999;
Strø Mølle ApS;43709909;
Hansen & Houlberg ApS;43806432;
Lihmegaard A/S;43711903;
Missing Media ApS;43807382;
Hos Magnus ApS;43811444;
Hvidevarebutikken Horsens ApS;43812572;
Denworks Aps;43812769;
Midtjysk Maskinfabrik ApS;43812939;
Biografkompagniet I/S;43813374;
Roslev Vognmandsforretning ApS;43814184;
BKL SERVICE ApS;43815407;
Spektra Analytics ApS;43817590;
Klinik Nygaard ApS;43817884;
KG Brand ApS;43818872;
Penumbra Denmark ApS;43820702;
Shine Cleaning Service ApS;43820826;
Beauty by MariaMelina ApS;43821342;
NLM Vantinge Group  ApS;43823264;
Eftf. DK Totalbyg ApS;43823760;
DANVIO NORDIC APS;43823981;
Tandlægeselskabet Dentalklinikken Husum ApS;43824953;
Mørkenborg Ejendomme ApS;43827421;
Probiotix Health Denmark ApS;43827774;
The Tube København ApS;43827952;
KB 2023 ApS;43827995;
Cups n Cones ApS;43713892;
OX Denmarq 2022 ApS;43831186;
TMRW Denmark ApS;43831666;
CB Auto Rønde ApS;43832115;
Artex Danmark A/S;43833111;
Metsystem ApS;43833642;
Ebeltoft Skorstensfejeren;43834843;
Ejendomsmæglerfirmaet John Frandsen Løgstør og Aars A/S;43716085;
KeepSmart ApS;43836528;
Café Dream ApS;43838229;
VIP Rengøring ApS;43716123;
Copenhagen Consulting Partners ApS;43839349;
Ejendomsmæglerfirmaet John Frandsen Hammel  A/S;43716220;
Skibby Lægehus I/S;43841203;
All Logistics South ApS;43841386;
BMA ApS;43841440;
Restaurationsselskabet Adelgade 12 ApS;43717979;
Grøndalsspisehus ApS;43841580;
Amstrup Griseproduktion ApS;43721356;
Chickies Fried Chicken ApS;43842315;
MS Fiber & Kabelteknik ApS;43843303;
Skorhus ApS;43846175;
SuVi:T ApS;43724630;
MTO Byg ApS;43849646;
Way Service ApS;43850105;
DL Fried Chicken Nørreport ApS;43850385;
SkyFone ApS;43724975;
Thomas Schrøder ApS;43851047;
JAKASH ApS;43725181;
Politically Incorrect Tours ApS;43726560;
GALTEN VARMEVÆRK A M B A;43727516;
BeautySkinStudio ApS;43852760;
HAWE Hydraulik Denmark A/S;43853066;
Frydkjær ApS;43853244;
Murerfirmaet Lehmann Olsen ApS;43853414;
Vikinor A/S;43854003;
Dollywood ApS;43854178;
Winston Studio ApS;43854887;
DJ Digital ApS;43855220;
Jul Jord & Kloak ApS;43855743;
Klochs I/S;43856693;
Global Vending ApS;43857134;
M.R 2022 ApS;43727737;
Biomia ApS;43616595;
Quantum Foundry P/S;43618563;
Rederiet Baltic ApS;43863770;
Ta Tømrer ApS;43621629;
Mayus Thai Køkken ApS;43622056;
Klinik for Fodterapi Labori ApS;43867059;
Thorsbjerggaard;43627090;
Jakobsen Agro ApS;43867636;
Aarhus øre-næse-halsklinik;43632620;
SA Montage ApS;43868381;
MP Tømrer Entreprise ApS;43868764;
Café Claudio ApS;43869620;
Lauritsen Byg ApS;43871951;
Bryggens Pizza I/S;43634771;
Diva 2750 ApS;43634925;
Det Luc´s ApS;43636782;
Wei & Chen ApS;43874012;
FEC Odense ApS;43878379;
Vognmand Jacob Christensen ApS;43879758;
3Unika ApS;43881191;
VIP Events ApS;43636898;
Midtsjællands Rengøring ApS;43881825;
wittco fisk & skaldyr v/Vittrup;43881981;
ENZ;43882104;
Dhaba-Walla Køge ApS;43882538;
Yazumi ApS;43640437;
Katsura Herlev ApS;43643584;
Ree Office ApS;43646184;
MP Immobilien Service & Invest ApS;43885162;
Autoriserede Fysioterapeuter Frederiksbjerg Fysioterapi ApS;43648888;
Gesten Kro ApS;43885820;
MV DK I/S;43887262;
Doomsday Deli ApS;43649620;
Carrepair ApS;43649736;
Restaurant Indelukket ApS;43887920;
LL Studio ApS;43649809;
Rivet Structural Steel Limited;43891170;
Limfjords Rodfrugter ApS;43652206;
Rhodos pizza;43654209;
Is og Kaffe by Hardis og Schmidt ApS;43895966;
Rohde & Hansen Ejendomsservice ApS;43655191;
JDD Dental ApS;43896342;
Carnevale Pizzeria & Italian Deli ApS;43896504;
Lykousminde Landbrug I/S;43896539;
DK EM TEAM ApS;43901087;
WESERVE ApS;43901338;
Shell Hemme ApS;43902555;
PUP NORDKAP v/Rohde;43902768;
Pia2023 ApS;43904418;
Amager Tandlægehus I/S;43904825;
Mads Helms;43905007;
District 13 ApS;43905309;
PW El ApS;43907026;
Holdan Agro P/S;43908022;
Sinne gas ApS;43908065;
HersiCare ApS;43728415;
SearchHouse ApS;43729233;
Murermester Claus Thomsen ApS;43912267;
Parkkollegierne P/S;43729292;
CPH Concept ApS;43914464;
Special Pædagogisk Team ApS;43914499;
Andreasen og Di Stefano ApS;43731920;
Tech Collective CAI A/S;43915509;
Gribsholt Rengøring ApS;43737678;
Worley Danmark Solutions ApS;43916688;
Pio Pharm Denmark ApS;43917951;
Sandby Smedie ApS;43746995;
PR Company ApS;43919032;
Cph Roofing Services ApS;43919326;
E.M.A Service ApS;43919695;
City Pub ApS v. Rikke Pedersen;43919954;
Restaurant Suserup ApS;43922165;
